Season,Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Attendance,Top Team Scorer,Goalkeeper,Notes
2015-2016,W,esReal Madrid,13,9,3,1,28,6,+22,30,"72,831",Cristiano Ronaldo-16,Keylor Navas,→ Champions League via playoff win
2015-2016,F,esAtlético Madrid,13,6,4,3,17,8,+9,22,"44,276",Antoine Griezmann-7,Jan Oblak
2015-2016,SF,deBayern Munich,12,8,2,2,30,11,+19,26,"70,000",Robert Lewandowski-9,Manuel Neuer
2015-2016,SF,engManchester City,12,6,3,3,18,12,+6,21,"47,779","Kevin De Bruyne,Raheem Sterling-3",Joe Hart
2015-2016,QF,esBarcelona,10,7,2,1,22,8,+14,23,"74,651",Luis Suárez-8,Marc-André ter Stegen
2015-2016,QF,deWolfsburg,10,7,0,3,15,11,+4,21,"23,951",Julian Draxler-3,Diego Benaglio
2015-2016,QF,frParis S-G,10,6,2,2,18,6,+12,20,"46,322",Zlatan Ibrahimović-5,Kevin Trapp
2015-2016,QF,ptBenfica,10,5,2,3,15,12,+3,17,"45,581",Nicolás Gaitán-4,Júlio César
2015-2016,R16,ruZenit,8,5,0,3,14,9,+5,15,"17,575",Artem Dzyuba-6,Yuri Lodygin
2015-2016,R16,engChelsea,8,4,1,3,15,7,+8,13,"40,153",Willian-5,Asmir Begović
2015-2016,R16,uaDynamo Kyiv,8,3,3,2,9,7,+2,12,"41,706","Andriy Yarmolenko,Vitaliy Buyalskyi-2",Oleksandr Shovkovskiy
2015-2016,R16,itJuventus,8,3,3,2,10,9,+1,12,"39,241","Álvaro Morata,Mario Mandžukić-2",Gianluigi Buffon
2015-2016,R16,nlPSV Eindhoven,8,3,3,2,8,7,+1,12,"34,810","Luuk de Jong,Maxime Lestienne-2",Jeroen Zoet
2015-2016,R16,beGent,8,3,1,4,10,11,-1,10,"19,752",Danijel Milićević-3,Matz Sels
2015-2016,R16,engArsenal,8,3,0,5,13,15,-2,9,"57,029",Olivier Giroud-5,Petr Čech
2015-2016,R16,itRoma,8,1,3,4,11,20,-9,6,"45,324","Miralem Pjanić,Edin Džeko... -2",Wojciech Szczęsny
2015-2016,GR,byBATE Borisov,12,4,4,4,11,16,-5,16,"12,814",Filip Mladenović-2,Sergei Chernik
2015-2016,GR,kzFC Astana,12,3,6,3,14,17,-3,15,"23,861",Patrick Twumasi-2,Nenad Erić
2015-2016,GR,hrDinamo Zagreb,12,4,3,5,17,21,-4,15,"17,066","Junior Fernándes,Josip Pivarić... -1",Eduardo Carvalho
2015-2016,GR,engManchester Utd,8,4,2,2,14,8,+6,14,"75,099",Anthony Martial-2,David de Gea
2015-2016,GR,seMalmö,12,4,1,7,9,26,-17,13,"20,500",Markus Rosenberg-1,Johan Wiland
2015-2016,GR,ruCSKA Moscow,10,3,2,5,14,16,-2,11,"17,019",Seydou Doumbia-3,Igor Akinfeev
2015-2016,GR,uaShakhtar,10,3,2,5,13,16,-3,11,"30,144",Alex Teixeira-3,Andriy Pyatov
2015-2016,GR,ptPorto,6,3,1,2,9,8,+1,10,"37,516",Vincent Aboubakar-3,Iker Casillas
2015-2016,GR,deLeverkusen,8,2,3,3,16,13,+3,9,"27,701",Javier Hernández-5,Bernd Leno
2015-2016,GR,esValencia,8,3,0,5,9,12,-3,9,"32,902","João Cancelo,Sofiane Feghouli... -1",Jaume Doménech
2015-2016,GR,grOlympiacos,6,3,0,3,6,13,-7,9,"31,516",Felipe Pardo-3,Roberto
2015-2016,GR,ilMaccabi Tel Aviv,12,2,2,8,13,24,-11,8,"27,622",Eran Zahavi-1,Predrag Rajković
2015-2016,GR,esSevilla,6,2,0,4,8,11,-3,6,"37,267","Yevhen Konoplyanka,Éver Banega-2",Sergio Rico
2015-2016,GR,deM'Gladbach,6,1,2,3,8,12,-4,5,"45,870",Lars Stindl-3,Yann Sommer
2015-2016,GR,trGalatasaray,6,1,2,3,6,10,-4,5,"31,182","Lukas Podolski,Selçuk İnan-2",Fernando Muslera
2015-2016,GR,frLyon,6,1,1,4,5,9,-4,4,"31,304",Alexandre Lacazette-2,Anthony Lopes
2014-2015,W,esBarcelona,13,11,0,2,31,11,+20,33,"89,813","Lionel Messi,Neymar-10",Marc-André ter Stegen,→ Champions League via playoff win
2014-2015,F,itJuventus,13,7,3,3,17,10,+7,24,"35,985",Carlos Tevez-7,Gianluigi Buffon
2014-2015,SF,esReal Madrid,12,8,2,2,24,9,+15,26,"71,579",Cristiano Ronaldo-10,Iker Casillas
2014-2015,SF,deBayern Munich,12,8,1,3,33,13,+20,25,"69,000",Thomas Müller-7,Manuel Neuer
2014-2015,QF,ptPorto,12,8,3,1,28,12,+16,27,"35,865",Jackson Martínez-7,Fabiano
2014-2015,QF,esAtlético Madrid,10,5,2,3,15,5,+10,17,"43,954",Mario Mandžukić-5,Miguel Ángel Moyá
2014-2015,QF,frMonaco,10,4,3,3,7,5,+2,15,"13,275","Aymen Abdennour,Dimitar Berbatov... -1",Danijel Subašić
2014-2015,QF,frParis S-G,10,4,3,3,14,15,-1,15,"46,077",Edinson Cavani-6,Salvatore Sirigu
2014-2015,R16,engArsenal,10,6,2,2,19,11,+8,20,"59,861","Danny Welbeck,Alexis Sánchez... -3",Wojciech Szczęsny
2014-2015,R16,deLeverkusen,10,6,1,3,15,7,+8,19,"26,941",Son Heung-min-3,Bernd Leno
2014-2015,R16,engChelsea,8,4,4,0,20,6,+14,16,"39,851",Eden Hazard-3,Thibaut Courtois
2014-2015,R16,deDortmund,8,4,1,3,15,9,+6,13,"65,851",Ciro Immobile-4,Roman Weidenfeller
2014-2015,R16,deSchalke 04,8,3,2,3,13,19,-6,11,"51,706",Klaas-Jan Huntelaar-5,Ralf Fährmann
2014-2015,R16,uaShakhtar,8,2,4,2,15,11,+4,10,"32,516",Luiz Adriano-9,Andriy Pyatov
2014-2015,R16,engManchester City,8,2,2,4,10,11,-1,8,"43,060",Sergio Agüero-6,Joe Hart
2014-2015,R16,chBasel,8,2,2,4,8,13,-5,8,"35,434",Derlis González-3,Tomáš Vaclík
2014-2015,GR,ruZenit,10,5,1,4,11,7,+4,16,"14,983","Danny,Hulk... -1",Yuri Lodygin
2014-2015,GR,siNK Maribor,12,3,6,3,11,16,-5,15,"12,554","Damjan Bohar,Agim Ibraimi... -1",Jasmin Handanović
2014-2015,GR,bgLudogorets,12,3,4,5,13,18,-5,13,"35,925",Dani Abalo-2,Vladislav Stoyanov
2014-2015,GR,seMalmö,12,4,1,7,13,21,-8,13,"20,500",Markus Rosenberg-3,Robin Olsen
2014-2015,GR,byBATE Borisov,12,3,3,6,10,28,-18,12,"11,382","Alyaksandr Karnitsky,Dzyanis Palyakow-1",Sergei Chernik
2014-2015,GR,esAthletic Club,8,3,2,3,9,8,+1,11,"46,031",Mikel San José-2,Gorka Iraizoz
2014-2015,GR,grOlympiacos,6,3,0,3,10,13,-3,9,"30,306","Ibrahim Afellay,Kostas Mitroglou-2",Roberto
2014-2015,GR,cyAPOEL FC,10,2,3,5,10,15,-5,9,"18,825",Gustavo Manduca-1,Urko Pardo
2014-2015,GR,ptSporting CP,6,2,1,3,12,12,0,7,"36,315",Nani-4,Rui Patrício
2014-2015,GR,beAnderlecht,6,1,3,2,8,10,-2,6,"19,462","Aleksandar Mitrović,Chancel Mbemba... -2",Silvio Proto
2014-2015,GR,nlAjax,6,1,2,3,8,10,-2,5,"51,447",Lasse Schöne-3,Jasper Cillessen
2014-2015,GR,engLiverpool,6,1,2,3,5,9,-4,5,"43,372",Steven Gerrard-2,Simon Mignolet
2014-2015,GR,ptBenfica,6,1,2,3,2,6,-4,5,"28,474","Eduardo Salvio,Talisca-1",Júlio César
2014-2015,GR,itRoma,6,1,2,3,8,14,-6,5,"55,183",Gervinho-3,Morgan De Sanctis
2014-2015,GR,ruCSKA Moscow,6,1,2,3,6,13,-7,5,"28,500",Seydou Doumbia-3,Igor Akinfeev
2014-2015,GR,trGalatasaray,6,0,1,5,4,19,-15,1,"28,489",Burak Yılmaz-2,Fernando Muslera
2013-2014,W,esReal Madrid,13,10,2,1,41,10,+31,32,"78,426",Cristiano Ronaldo-17,Iker Casillas,→ Champions League via playoff win
2013-2014,F,esAtlético Madrid,13,7,5,1,26,10,+16,26,"43,994",Diego Costa-8,Thibaut Courtois
2013-2014,SF,deBayern Munich,12,6,4,2,24,13,+11,22,"67,883",Thomas Müller-5,Manuel Neuer
2013-2014,SF,engChelsea,12,4,5,3,19,10,+9,17,"39,531",Fernando Torres-4,Petr Čech
2013-2014,QF,frParis S-G,10,6,2,2,25,9,+16,20,"44,680",Zlatan Ibrahimović-10,Salvatore Sirigu
2013-2014,QF,esBarcelona,10,5,3,2,21,8,+13,18,"76,033",Lionel Messi-8,Víctor Valdés
2013-2014,QF,engManchester Utd,10,5,3,2,17,9,+8,18,"74,594",Robin van Persie-4,David de Gea
2013-2014,QF,deDortmund,10,5,2,3,18,13,+5,17,"65,829",Robert Lewandowski-6,Roman Weidenfeller
2013-2014,R16,ruZenit,12,4,5,3,23,17,+6,17,"17,542",Hulk-4,Yuri Lodygin
2013-2014,R16,engArsenal,10,5,2,3,14,8,+6,17,"59,864","Olivier Giroud,Jack Wilshere... -2",Wojciech Szczęsny
2013-2014,R16,engManchester City,8,5,0,3,19,14,+5,15,"43,372",Sergio Agüero-6,Joe Hart
2013-2014,R16,deSchalke 04,10,4,2,4,12,18,-6,14,"53,973",Julian Draxler-3,"Ralf Fährmann,Timo Hildebrand"
2013-2014,R16,grOlympiacos,8,4,1,3,12,11,+1,13,"30,632","Kostas Mitroglou,Chori Domínguez-3",Roberto
2013-2014,R16,itMilan,10,2,5,3,13,11,+2,11,"64,186","Kaká,Mario Balotelli-2",Christian Abbiati
2013-2014,R16,deLeverkusen,8,3,1,4,10,16,-6,10,"27,867",Simon Rolfes-3,Bernd Leno
2013-2014,R16,trGalatasaray,8,2,2,4,9,17,-8,8,"44,710",Umut Bulut-3,Fernando Muslera
2013-2014,GR,czViktoria Plzeň,12,6,1,5,26,24,+2,19,"10,880","Daniel Kolář,Marek Bakoš... -1",Matúš Kozáčik
2013-2014,GR,chBasel,10,4,4,2,15,11,+4,16,"33,054",Mohamed Salah-2,Yann Sommer
2013-2014,GR,roSteaua,12,3,6,3,13,15,-2,15,"37,081","Federico Piovaccari,Leandro Tatu-1",Ciprian Tătărușanu
2013-2014,GR,atAustria Wien,10,3,4,3,10,13,-3,13,"40,225","Roman Kienast,Philipp Hosiner-2",Heinz Lindner
2013-2014,GR,itNapoli,6,4,0,2,10,9,+1,12,"42,980",Gonzalo Higuaín-4,Pepe Reina
2013-2014,GR,sctCeltic,12,3,3,6,12,16,-4,12,"58,488","Beram Kayal,James Forrest... -1",Fraser Forster
2013-2014,GR,ptBenfica,6,3,1,2,8,8,0,10,"30,847","Filip Đuričić,Nicolás Gaitán... -1",Artur Moraes
2013-2014,GR,uaShakhtar,6,2,2,2,7,6,+1,8,"48,672",Alex Teixeira-3,Andriy Pyatov
2013-2014,GR,nlAjax,6,2,2,2,5,8,-3,8,"54,866",Lasse Schöne-2,Jasper Cillessen
2013-2014,GR,itJuventus,6,1,3,2,9,9,0,6,"36,469",Arturo Vidal-5,Gianluigi Buffon
2013-2014,GR,ptPorto,6,1,2,3,4,7,-3,5,"29,969","Lucho González,Jackson Martínez-2",Helton Arruda
2013-2014,GR,esReal Sociedad,8,1,2,5,5,10,-5,5,"28,300",Carlos Vela-1,Claudio Bravo
2013-2014,GR,dkFC Copenhagen,6,1,1,4,4,13,-9,4,"36,656","Nicolai Jørgensen,Daniel Braaten... -1",Johan Wiland
2013-2014,GR,ruCSKA Moscow,6,1,0,5,8,17,-9,3,"11,333","Keisuke Honda,Seydou Doumbia... -2",Igor Akinfeev
2013-2014,GR,beAnderlecht,6,0,1,5,4,17,-13,1,"17,054","Massimo Bruno,Sacha Kljestan... -1","Thomas Kaminski,Silvio Proto"
2013-2014,GR,frMarseille,6,0,0,6,5,14,-9,0,"38,275",André Ayew-2,Steve Mandanda
2012-2013,W,deBayern Munich,13,10,2,1,31,11,+20,32,"73,667",Thomas Müller-8,Manuel Neuer,→ Champions League via playoff win
2012-2013,F,deDortmund,13,5,6,2,24,14,+10,21,"71,239",Robert Lewandowski-10,Roman Weidenfeller
2012-2013,SF,esReal Madrid,12,5,4,3,26,18,+8,19,"71,313",Cristiano Ronaldo-12,Diego López
2012-2013,SF,esBarcelona,12,4,5,3,18,17,+1,17,"81,477",Lionel Messi-8,Víctor Valdés
2012-2013,QF,frParis S-G,10,6,3,1,20,8,+12,21,"43,868",Ezequiel Lavezzi-5,Salvatore Sirigu
2012-2013,QF,esMálaga,12,4,6,2,18,9,+9,18,"25,824",Eliseu-4,Willy Caballero
2012-2013,QF,itJuventus,10,4,5,1,17,8,+9,17,"36,047",Fabio Quagliarella-4,Gianluigi Buffon
2012-2013,QF,trGalatasaray,10,4,3,3,14,14,0,15,"47,397",Burak Yılmaz-8,Fernando Muslera
2012-2013,R16,sctCeltic,12,6,2,4,17,14,+3,20,"58,211",Georgios Samaras-3,Fraser Forster
2012-2013,R16,ptPorto,8,5,1,2,11,6,+5,16,"33,909",Jackson Martínez-3,Helton Arruda
2012-2013,R16,esValencia,8,4,2,2,14,8,+6,14,"30,679",Jonas-5,Vicente Guaita
2012-2013,R16,deSchalke 04,8,3,5,0,13,10,+3,14,"52,635",Klaas-Jan Huntelaar-4,Lars Unnerstall
2012-2013,R16,engManchester Utd,8,4,2,2,11,9,+2,14,"73,582","Javier Hernández,Robin van Persie-3",David de Gea
2012-2013,R16,engArsenal,8,4,1,3,13,11,+2,13,"59,954",Lukas Podolski-4,Vito Mannone
2012-2013,R16,uaShakhtar,8,3,2,3,14,13,+1,11,"49,101",Willian-4,Andriy Pyatov
2012-2013,R16,itMilan,8,3,2,3,9,10,-1,11,"40,981","Stephan El Shaarawy,Alexandre Pato-2",Christian Abbiati
2012-2013,GR,roCFR Cluj,10,6,2,2,15,9,+6,20,"15,708",Rui Pedro-3,Mário Felgueiras
2012-2013,GR,byBATE Borisov,12,5,3,4,18,19,-1,18,"25,542","Vitali Rodionov,Renan Bardini Bressan-2",Andrey Harbunow
2012-2013,GR,uaDynamo Kyiv,10,4,3,3,13,14,-1,15,"39,634",Oleh Husyev-2,Maksym Koval
2012-2013,GR,hrDinamo Zagreb,12,3,4,5,13,18,-5,13,"5,890",Ivan Krstanović-1,Ivan Kelava
2012-2013,GR,beAnderlecht,10,3,3,4,18,11,+7,12,"17,317",Dieumerci Mbokani-2,Silvio Proto
2012-2013,GR,engChelsea,6,3,1,2,16,10,+6,10,"40,689",Oscar-5,Petr Čech
2012-2013,GR,grOlympiacos,6,3,0,3,9,9,0,9,"29,089",Kostas Mitroglou-4,Roy Carroll
2012-2013,GR,ptBenfica,6,2,2,2,5,5,0,8,"49,120",Óscar Cardozo-2,Artur Moraes
2012-2013,GR,ruZenit,6,2,1,3,6,9,-3,7,"19,361",Danny-2,Vyacheslav Malafeev
2012-2013,GR,ruSpartak Moscow,8,2,1,5,10,16,-6,7,"50,637",Emmanuel Emenike-2,"Andriy Dykan,Sergei Pesyakov..."
2012-2013,GR,ptBraga,8,1,2,5,9,15,-6,5,"11,758",Alan-5,Beto
2012-2013,GR,nlAjax,6,1,1,4,8,16,-8,4,"47,578",Siem de Jong-3,Kenneth Vermeer
2012-2013,GR,frLille,8,1,1,6,6,14,-8,4,"41,139","Salomon Kalou,Gianni Bruno... -1",Mickaël Landreau
2012-2013,GR,engManchester City,6,0,3,3,7,11,-4,3,"43,206",Sergio Agüero-2,Joe Hart
2012-2013,GR,frMontpellier,6,0,2,4,6,12,-6,2,"24,499",Younès Belhanda-2,Geoffrey Jourdren
2012-2013,GR,dkNordsjælland,6,0,1,5,4,22,-18,1,"21,526","Joshua John,Mikkel Beckmann... -1",Jesper Hansen
2011-2012,W,engChelsea,13,5,6,2,25,12,+13,21,"40,902",Didier Drogba-6,Petr Čech,→ Champions League via playoff win
2011-2012,F,deBayern Munich,15,8,4,3,29,11,+18,28,"71,500",Mario Gómez-12,Manuel Neuer
2011-2012,SF,esReal Madrid,12,7,4,1,35,9,+26,25,"67,644",Cristiano Ronaldo-10,Iker Casillas
2011-2012,SF,esBarcelona,12,6,5,1,35,10,+25,23,"77,953",Lionel Messi-14,Víctor Valdés
2011-2012,QF,ptBenfica,14,4,7,3,21,14,+7,19,"49,431",Óscar Cardozo-4,Artur Moraes
2011-2012,QF,cyAPOEL FC,16,4,7,5,20,17,+3,19,"22,262",Gustavo Manduca-4,Dionisis Chiotis
2011-2012,QF,itMilan,10,3,4,3,16,14,+2,13,"70,491",Zlatan Ibrahimović-5,Christian Abbiati
2011-2012,QF,frMarseille,10,4,1,5,9,10,-1,13,"30,824",André Ayew-4,Steve Mandanda
2011-2012,R16,engArsenal,10,5,3,2,13,11,+2,18,"59,785",Robin van Persie-4,Wojciech Szczęsny
2011-2012,R16,frLyon,10,4,3,3,14,10,+4,15,"35,403",Bafétimbi Gomis-5,Hugo Lloris
2011-2012,R16,itNapoli,8,4,2,2,14,11,+3,14,"54,223",Edinson Cavani-5,Morgan De Sanctis
2011-2012,R16,chBasel,8,4,2,2,12,17,-5,14,"34,489",Alexander Frei-5,Yann Sommer
2011-2012,R16,ruZenit,8,3,3,2,10,9,+1,12,"20,628",Roman Shirokov-5,Vyacheslav Malafeev
2011-2012,R16,itInter,8,3,2,3,10,9,+1,11,"33,668",Giampaolo Pazzini-3,Júlio César
2011-2012,R16,deLeverkusen,8,3,1,4,10,18,-8,10,"27,555",Eren Derdiyok-2,Bernd Leno
2011-2012,R16,ruCSKA Moscow,8,2,3,3,11,13,-2,9,"35,525",Seydou Doumbia-5,Vladimir Gabulov
2011-2012,GR,czViktoria Plzeň,12,4,5,3,22,16,+6,17,"19,847",Marek Bakoš-2,Marek Čech
2011-2012,GR,hrDinamo Zagreb,12,3,2,7,13,26,-13,11,"23,075","Fatos Bećiraj,Mateo Kovačić... -1",Ivan Kelava
2011-2012,GR,engManchester City,6,3,1,2,9,6,+3,10,"44,451",Yaya Touré-3,Joe Hart
2011-2012,GR,byBATE Borisov,12,1,7,4,11,17,-6,10,"28,392",Renan Bardini Bressan-2,Alyaksandr Hutar
2011-2012,GR,engManchester Utd,6,2,3,1,11,8,+3,9,"74,278","Wayne Rooney,Danny Welbeck-2",David de Gea
2011-2012,GR,grOlympiacos,6,3,0,3,8,6,+2,9,"30,165","David Fuster,François Modesto... -2","Franco Costanzo,Balázs Megyeri"
2011-2012,GR,esValencia,6,2,2,2,12,7,+5,8,"35,308",Roberto Soldado-5,Diego Alves
2011-2012,GR,ptPorto,6,2,2,2,7,7,0,8,"38,545",Hulk-4,Helton Arruda
2011-2012,GR,nlAjax,6,2,2,2,6,6,0,8,"50,256","Christian Eriksen,Derk Boerrigter... -1",Kenneth Vermeer
2011-2012,GR,trTrabzonspor,8,1,5,2,4,8,-4,8,"18,653","Halil Altıntop,Ondřej Čelůstka... -1",Tolga Zengin
2011-2012,GR,beGenk,10,1,5,4,8,21,-13,8,"21,340",Jelle Vossen-2,László Köteles
2011-2012,GR,frLille,6,1,3,2,6,6,0,6,"16,215",Moussa Sow-3,Mickaël Landreau
2011-2012,GR,uaShakhtar,6,1,2,3,6,8,-2,5,"46,719",Luiz Adriano-3,Oleksandr Rybka
2011-2012,GR,deDortmund,6,1,1,4,6,12,-6,4,"65,590","Jakub Błaszczykowski,Shinji Kagawa... -1",Roman Weidenfeller
2011-2012,GR,esVillarreal,8,0,1,7,5,15,-10,1,"17,959","Cani,Jonathan de Guzmán-1",Diego López
2011-2012,GR,roOțelul Galați,6,0,0,6,3,11,-8,0,"13,533","Liviu Antal,Gabriel Giurgiu... -1",Branko Grahovac
2010-2011,W,esBarcelona,13,8,4,1,30,9,+21,28,"85,535",Lionel Messi-12,Víctor Valdés,→ Champions League via playoff win
2010-2011,F,engManchester Utd,13,6,6,1,19,7,+12,24,"80,325","Javier Hernández,Wayne Rooney-4",Edwin van der Sar
2010-2011,SF,esReal Madrid,12,7,4,1,25,6,+19,25,"71,583","Karim Benzema,Cristiano Ronaldo-6",Iker Casillas
2010-2011,SF,deSchalke 04,12,5,4,3,22,14,+8,19,"52,378",Raúl-5,Manuel Neuer
2010-2011,QF,uaShakhtar,10,6,2,2,19,14,+5,20,"49,083","Eduardo da Silva,Luiz Adriano-4",Andriy Pyatov
2010-2011,QF,engChelsea,10,6,1,3,17,7,+10,19,"39,157",Nicolas Anelka-7,Petr Čech
2010-2011,QF,engTottenham,12,4,5,3,25,19,+6,17,"34,986","Gareth Bale,Peter Crouch-4",Heurelho Gomes
2010-2011,QF,itInter,10,4,1,5,18,21,-3,13,"60,720",Samuel Eto'o-8,Júlio César
2010-2011,R16,deBayern Munich,8,6,1,1,19,9,+10,19,"65,750",Mario Gómez-8,"Hans-Jörg Butt,Thomas Kraft"
2010-2011,R16,engArsenal,8,5,0,3,21,11,+10,15,"59,633","Cesc Fàbregas,Andrey Arshavin... -3",Łukasz Fabiański
2010-2011,R16,dkFC Copenhagen,12,3,5,4,12,11,+1,14,"35,102","Dame N'Doye,Martin Vingaard-2",Johan Wiland
2010-2011,R16,frMarseille,8,4,1,3,13,5,+8,13,"52,922",André-Pierre Gignac-3,Steve Mandanda
2010-2011,R16,esValencia,8,3,3,2,17,8,+9,12,"32,412",Roberto Soldado-6,César Sánchez
2010-2011,R16,frLyon,8,3,2,3,12,14,-2,11,"36,881",Michel Bastos-3,Hugo Lloris
2010-2011,R16,itRoma,8,3,1,4,12,17,-5,10,"34,666",Marco Borriello-4,Júlio Sérgio
2010-2011,R16,itMilan,8,2,3,3,7,8,-1,9,"60,110",Zlatan Ibrahimović-4,Christian Abbiati
2010-2011,GR,ptBraga,10,6,0,4,14,16,-2,18,"13,754",Matheus Leite Nascimento-3,Felipe
2010-2011,GR,ilHapoel Tel Aviv,12,4,4,4,20,15,+5,16,"12,711",Eran Zahavi-3,Vincent Enyeama
2010-2011,GR,chBasel,10,5,1,4,17,12,+5,16,"36,746",Alexander Frei-3,Franco Costanzo
2010-2011,GR,rsPartizan,12,4,2,6,15,19,-4,14,"24,595",Cléo-2,Vladimir Stojković
2010-2011,GR,nlAjax,10,2,5,3,13,16,-3,11,"47,581","Toby Alderweireld,Demy de Zeeuw-2",Maarten Stekelenburg
2010-2011,GR,ruSpartak Moscow,6,3,0,3,7,10,-3,9,"51,739","Ari,Ibson-2",Andriy Dykan
2010-2011,GR,deWerder Bremen,8,2,2,4,11,16,-5,8,"30,315",Marko Arnautović-2,Tim Wiese
2010-2011,GR,skMŠK Žilina,12,1,4,7,13,22,-9,7,"9,594","Bello Babatounde,Tomáš Majtán... -1",Martin Dúbravka
2010-2011,GR,nlTwente,6,1,3,2,9,11,-2,6,"23,933",Nacer Chadli-3,Nikolay Mihaylov
2010-2011,GR,ruRubin Kazan,6,1,3,2,2,4,-2,6,"19,557",Christian Noboa-2,Sergey Ryzhikov
2010-2011,GR,sctRangers,6,1,3,2,3,6,-3,6,"45,686","Maurice Edu,Kenny Miller... -1",Allan McGregor
2010-2011,GR,ptBenfica,6,2,0,4,7,12,-5,6,"28,620","Fábio Coentrão,Luisão-2",Roberto
2010-2011,GR,roCFR Cluj,6,1,1,4,6,12,-6,4,"10,600","Ionuț Rada,Lacina Traoré-2","Nuno Claro,Eduard Stăncioiu"
2010-2011,GR,frAuxerre,8,1,1,6,5,13,-8,4,"19,990","Valter Birsa,Steeven Langil... -1",Olivier Sorin
2010-2011,GR,grPanathinaikos,6,0,2,4,2,13,-11,2,"49,452","Cédric Kanté,Sidney Govou-1",Alexandros Tzorvas
2010-2011,GR,trBursaspor,6,0,1,5,2,16,-14,1,"17,908","Pablo Batalla,Sercan Yıldırım-1",Dimitar Ivankov
2009-2010,W,itInter,13,8,3,2,17,9,+8,27,"72,347",Diego Milito-6,Júlio César,→ Champions League via playoff win
2009-2010,F,deBayern Munich,13,7,1,5,21,15,+6,22,"70,850",Ivica Olić-7,Hans-Jörg Butt
2009-2010,SF,frLyon,14,8,3,3,25,12,+13,27,"39,509",Miralem Pjanić-4,Hugo Lloris
2009-2010,SF,esBarcelona,12,3,7,2,20,10,+10,16,"82,627",Lionel Messi-8,Víctor Valdés
2009-2010,QF,frBordeaux,10,6,3,1,14,6,+8,21,"32,540",Marouane Chamakh-5,Cédric Carrasso
2009-2010,QF,engArsenal,12,5,4,3,26,14,+12,19,"59,905",Nicklas Bendtner-5,Manuel Almunia
2009-2010,QF,engManchester Utd,10,5,3,2,21,12,+9,18,"73,296",Wayne Rooney-5,Edwin van der Sar
2009-2010,QF,ruCSKA Moscow,10,4,3,3,13,14,-1,15,"35,000",Miloš Krasić-4,Igor Akinfeev
2009-2010,R16,itFiorentina,10,5,3,2,21,14,+7,18,"34,547",Stevan Jovetić-4,Sébastien Frey
2009-2010,R16,grOlympiacos,12,5,3,4,12,8,+4,18,"30,355",Kostas Mitroglou-2,Antonios Nikopolidis
2009-2010,R16,esSevilla,8,4,3,1,13,7,+6,15,"39,375","Luís Fabiano,Frédéric Kanouté... -2",Andrés Palop
2009-2010,R16,engChelsea,8,4,3,1,12,7,+5,15,"39,614","Salomon Kalou,Nicolas Anelka... -3",Petr Čech
2009-2010,R16,ptPorto,8,5,0,3,10,9,+1,15,"36,987",Radamel Falcao-4,Helton Arruda
2009-2010,R16,esReal Madrid,8,4,2,2,16,9,+7,14,"75,800",Cristiano Ronaldo-7,Iker Casillas
2009-2010,R16,deStuttgart,10,3,5,2,12,12,0,14,"35,500","Zdravko Kuzmanović,Pavel Pogrebnyak-2",Jens Lehmann
2009-2010,R16,itMilan,8,2,3,3,10,14,-4,9,"58,349",Ronaldinho-3,Dida
2009-2010,GR,ilMaccabi Haifa,12,3,3,6,19,12,+7,12,"18,500",Nir Davidovich
2009-2010,GR,cyAPOEL FC,12,2,5,5,14,10,+4,11,"20,589",Nenad Mirosavljević-2,Dionisis Chiotis
2009-2010,GR,chZürich,10,3,2,5,15,18,-3,11,"23,608","Silvan Aegerter,Alexandre Alphonse... -1",Johnny Leoni
2009-2010,GR,huDebrecen,12,3,2,7,14,23,-9,11,"16,500","Adamo Coulibaly,Gergely Rudolf-2",Vukašin Poleksić
2009-2010,GR,roUnirea Urziceni,6,2,2,2,8,8,0,8,"16,500","Marius Bilașco,Pablo Brandán... -1",Giedrius Arlauskis
2009-2010,GR,itJuventus,6,2,2,2,4,7,-3,8,"21,519","Mauro Camoranesi,Giorgio Chiellini... -1",Gianluigi Buffon
2009-2010,GR,deWolfsburg,6,2,1,3,9,8,+1,7,"25,986",Edin Džeko-4,Diego Benaglio
2009-2010,GR,frMarseille,6,2,1,3,10,10,0,7,"57,249","Lucho González,Gabriel Heinze-2",Steve Mandanda
2009-2010,GR,engLiverpool,6,2,1,3,5,7,-2,7,"41,339",Yossi Benayoun-2,Pepe Reina
2009-2010,GR,esAtlético Madrid,8,1,4,3,8,14,-6,7,"33,543",Sergio Agüero-2,Sergio Asenjo
2009-2010,GR,ruRubin Kazan,6,1,3,2,4,7,-3,6,"26,122","Gökdeniz Karadeniz,Aleksandr Ryazantsev-1",Sergey Ryzhikov
2009-2010,GR,uaDynamo Kyiv,6,1,2,3,7,9,-2,5,"16,873","Taras Mykhalyk,Artem Milevskiy... -1",Oleksandr Shovkovskiy
2009-2010,GR,beStandard Liège,6,1,2,3,7,9,-2,5,"24,056",Milan Jovanović-2,Sinan Bolat
2009-2010,GR,nlAZ Alkmaar,6,0,4,2,4,8,-4,4,"16,417",Jeremain Lens-2,Sergio Romero
2009-2010,GR,trBeşiktaş,6,1,1,4,3,8,-5,4,"23,500","Bobô,Ekrem Dağ... -1",Rüştü Reçber
